38,28,50,26
37,29,50,26
38,28,50,26
37,28,50,27
37,28,49,26
37,27,49,26
36,27,49,26
37,27,48,25
36,27,49,26
35,27,48,25
36,27,48,26
36,27,48,25
35,26,48,25
35,27,48,25
35,26,47,25
35,26,47,24
34,26,47,25
34,25,47,24
35,25,46,24
34,25,46,24
34,25,46,24
33,25,46,24
35,26,46,24
34,25,46,24
34,25,46,24
34,25,46,24
33,24,45,24
34,25,45,24
33,25,44,24
33,24,45,23
33,24,44,24
33,25,44,23
32,25,44,23
33,24,44,23
33,24,44,24
32,24,43,23
31,24,43,23
31,24,43,23
33,24,43,22
32,24,43,22
33,24,42,22
32,24,43,23
31,24,41,22
32,24,43,22
31,23,42,21
32,24,41,22
31,23,41,22
31,23,41,22
31,23,41,22
31,23,41,21
31,22,39,25
31,22,39,40
31,22,39,41
30,22,39,40
30,22,41,39
30,22,39,39
30,22,39,41
30,22,39,39
29,21,39,39
30,22,39,39
30,22,39,39
29,22,38,39
29,21,39,39
30,21,38,39
29,21,38,43
28,21,39,43
28,22,38,43
29,21,38,42
29,21,38,41
28,21,38,42
28,21,38,42
28,21,37,41
28,21,38,41
28,20,37,42
27,20,38,41
28,20,37,40
27,20,37,39
27,21,37,39
27,20,37,39
27,20,36,39
27,20,36,39
27,20,37,39
27,19,35,39
27,20,36,39
27,19,36,39
26,20,35,39
27,19,35,39
26,19,35,38
25,19,35,38
25,19,35,39
25,19,35,39
25,19,35,39
25,19,34,38
25,19,34,38
25,19,35,37
25,19,34,37
24,19,33,37
25,19,34,37
24,19,34,36
24,19,33,36
24,19,34,37
24,19,34,36
24,19,33,36
24,19,34,38
24,19,33,38
24,19,32,38
24,19,32,38
24,19,32,38
24,18,32,37
24,18,32,37
23,18,33,37
23,18,32,37
23,18,31,36
22,17,31,36
24,18,31,35
23,17,31,36
23,17,31,36
22,18,31,37
22,18,31,36
22,17,30,36
23,17,31,36
22,17,30,35
22,17,30,35
22,17,30,35
22,17,30,35
21,16,29,35
22,17,29,35
21,17,29,35
21,16,30,34
21,17,29,35
21,16,30,35
21,16,30,34
21,16,29,34
20,16,29,34
21,16,29,34
21,16,28,33
20,17,29,33
21,16,28,33
20,16,29,34
20,16,28,33
19,17,28,32
20,15,27,33
27,15,28,32
30,18,27,33
28,17,27,32
29,17,28,32
29,18,28,31
28,18,27,31
29,17,27,32
28,17,27,32
28,18,27,31
28,17,27,31
28,16,27,31
28,17,27,31
27,17,26,31
27,17,27,31
27,32,26,31
27,31,26,31
27,31,26,30
27,31,26,30
29,31,25,31
42,31,26,30
42,31,25,30
41,31,26,30
41,30,26,30
41,30,25,30
41,31,25,29
41,30,50,30
39,29,50,30
41,46,50,30
39,48,49,29
39,48,49,29
39,47,49,29
39,47,48,28
39,47,48,28
39,47,48,29
39,47,48,28
39,46,47,28
39,46,47,27
49,46,47,29
82,45,47,28
101,45,47,30
100,52,46,30
99,52,46,30
99,51,45,30
98,51,46,30
97,51,46,29
131,51,45,29
130,50,45,29
129,50,45,29
128,50,44,29
127,49,45,29
127,49,48,29
126,50,46,28
126,49,46,28
125,49,46,28
124,48,46,28
124,48,46,27
123,50,45,28
122,51,45,28
122,51,45,27
121,49,45,28
120,50,44,27
120,49,44,27
120,49,44,27
119,49,43,26
119,48,43,26
119,49,43,26
118,48,43,26
117,48,43,26
116,48,43,27
115,48,43,25
115,48,43,26
115,47,43,26
114,47,41,25
114,47,42,25
113,46,41,25
113,46,41,25
112,46,71,25
112,46,71,25
112,80,71,25
111,107,71,24
111,111,71,25
110,111,70,24
142,111,70,25
245,109,69,24
258,108,69,24
255,108,68,24
254,107,67,24
252,107,92,25
251,107,105,115
249,105,103,113
248,105,103,112
247,103,103,111
244,103,102,111
243,103,101,110
257,103,100,109
283,103,99,109
281,102,99,108
280,101,98,108
277,101,98,107
276,100,114,108
274,100,112,108
273,99,112,108
271,99,112,107
270,99,110,107
269,140,110,105
267,139,109,105
265,137,109,103
263,135,108,103
262,135,108,103
260,159,107,130
259,158,107,165
258,157,125,164
255,156,154,163
255,155,152,162
254,155,152,161
252,153,151,159
251,153,149,159
249,152,148,157
248,151,147,158
246,151,147,157
245,151,145,156
243,149,145,154
243,149,144,153
242,147,143,152
240,147,144,152
273,146,147,151
271,145,146,150
269,144,145,150
268,143,143,149
