
82,26,0,50,28,0,

82,26,0,50,28,0,

82,26,0,50,28,0,

81,26,0,49,28,0,

81,25,0,49,28,0,

80,25,0,49,27,1,

80,25,0,49,27,0,

79,25,0,49,27,0,

79,25,0,78,27,0,

79,25,0,78,27,0,

79,25,0,77,27,0,

78,25,0,77,26,0,

78,25,0,77,27,0,

78,25,0,76,26,0,

77,24,0,76,26,0,

77,24,0,75,26,0,

76,24,0,75,25,0,

76,24,0,75,25,0,

76,24,0,74,25,0,

75,24,0,74,25,0,

75,23,0,73,25,0,

75,24,0,73,25,0,

75,24,0,99,25,0,

74,24,0,110,25,0,

74,24,0,109,25,0,

73,23,0,108,25,0,

73,23,0,108,24,0,

73,23,0,107,24,0,

71,23,0,107,24,0,

71,22,0,106,24,0,

71,22,0,105,24,0,

71,22,0,105,24,0,

71,22,0,103,24,0,

71,22,0,103,24,0,

70,22,0,103,24,0,

70,22,0,103,24,0,

70,21,0,103,23,0,

69,22,0,102,23,0,

69,21,0,102,23,0,

68,21,0,101,22,0,

68,21,0,101,22,0,

68,21,0,100,22,0,

67,21,0,99,22,0,

67,21,0,99,22,0,

67,20,0,99,22,0,

67,20,0,98,22,0,

67,20,0,107,22,0,

66,20,0,112,22,0,

66,19,0,111,22,0,

66,20,0,110,21,0,

65,19,0,110,21,0,

65,19,0,109,21,0,

65,19,0,109,21,0,

64,19,0,108,21,0,

64,19,0,108,21,0,

63,19,0,107,20,0,

63,19,0,107,21,0,

63,19,0,106,20,0,

65,19,0,106,20,0,

66,19,0,105,20,0,

65,18,0,105,19,0,

65,19,0,103,20,0,

65,18,0,103,19,0,

64,18,0,103,19,0,

63,18,0,103,19,0,

63,18,0,102,19,0,

63,18,0,102,19,0,

63,18,0,101,19,0,

63,18,0,101,19,0,

62,18,0,100,19,0,

63,17,0,100,19,0,

71,18,0,99,19,0,

70,39,0,99,18,0,

70,41,0,99,18,0,

70,41,0,98,18,0,

70,41,0,98,18,0,

69,41,0,97,19,0,

69,39,0,97,18,0,

68,39,0,96,18,0,

68,39,0,96,18,0,

68,39,0,96,18,1,

67,39,0,96,18,0,

67,39,0,95,18,0,

66,39,0,95,17,0,

67,39,0,94,17,0,

85,70,0,94,17,0,

84,69,0,94,17,0,

83,68,0,93,18,0,

83,67,0,93,17,0,

83,67,0,92,17,0,

83,67,0,92,17,0,

82,67,0,92,16,1,

82,67,0,91,16,0,

81,66,0,91,16,0,

81,66,0,90,16,0,

80,66,0,90,17,0,

80,65,0,89,16,0,

79,65,0,89,16,0,

79,64,0,89,16,0,

79,64,0,88,16,0,

79,63,0,88,16,0,

78,63,0,88,16,0,

78,63,0,87,16,0,

78,63,0,87,16,0,

77,63,0,87,16,0,

77,62,0,86,15,0,

77,62,0,86,16,0,

76,62,0,85,15,0,

76,61,0,85,15,0,

76,61,0,85,15,0,

75,61,0,85,15,0,

75,60,0,83,15,0,

74,60,0,83,15,0,

74,60,0,83,15,0,

74,60,0,83,15,0,

73,60,0,82,15,0,

73,59,0,82,15,0,

73,58,0,82,15,0,

71,59,0,81,15,0,

71,58,0,81,14,0,

71,57,0,81,14,0,

71,57,0,80,15,0,

71,57,0,79,14,0,

71,57,0,80,14,0,

71,57,0,79,14,0,

70,57,0,79,14,0,

70,56,0,79,14,0,

70,56,0,78,14,0,

69,56,0,78,14,0,

69,56,0,78,13,0,

69,56,0,78,14,0,

68,55,0,77,13,0,

68,55,1,77,13,0,

67,54,0,76,13,0,

67,54,0,76,13,0,

67,54,0,76,13,0,

67,54,0,76,13,0,

66,54,0,75,13,0,

66,53,0,75,13,0,

66,53,0,75,13,0,

66,52,0,74,13,0,

65,52,0,74,12,0,

65,51,0,74,13,0,

65,52,0,73,13,0,

64,51,0,73,13,0,

64,51,0,73,12,0,

63,51,0,71,13,0,

63,51,0,71,12,0,

63,51,0,71,12,0,

63,50,0,71,12,0,

63,50,0,71,12,0,

62,50,0,71,12,0,

62,50,0,71,12,0,

62,49,0,70,12,0,

62,49,0,70,12,0,

61,49,0,70,12,0,

61,49,0,70,12,0,

61,49,0,69,12,0,

60,48,0,69,12,0,

60,48,0,69,12,0,

60,48,0,68,12,0,

60,47,0,68,11,0,

60,48,0,68,11,0,

70,48,0,68,11,0,

75,47,0,67,11,0,

75,47,0,67,11,0,

74,46,0,66,11,0,

73,46,0,66,11,0,

73,46,0,66,11,0,

73,46,0,66,11,0,

73,46,0,66,11,0,

71,45,0,65,11,0,

71,45,0,65,11,0,

71,45,0,65,11,0,

71,45,0,65,11,0,

71,45,0,63,11,0,

70,44,0,76,11,0,

70,44,0,91,22,0,

70,44,0,91,61,0,

70,44,0,90,77,0,

69,44,0,90,81,0,

69,43,0,89,80,0,

68,43,0,89,79,0,

68,43,0,88,79,0,

67,42,0,88,78,0,

67,43,0,88,78,0,

67,42,0,87,78,0,

67,42,0,87,77,0,

67,41,0,86,77,0,

66,41,0,86,77,0,

66,41,0,86,76,0,

66,41,0,85,76,0,

65,41,0,85,75,0,

65,41,0,84,75,0,

65,39,0,84,74,0,

64,39,0,83,74,0,

64,39,0,83,74,0,

63,39,0,83,74,0,

63,39,0,83,73,0,

63,39,0,82,73,0,

63,39,0,96,73,0,

63,39,0,162,71,0,

69,39,0,161,101,0,

83,39,0,159,151,0,

82,39,0,158,181,0,

82,39,0,158,180,0,

81,39,0,156,179,0,

81,38,0,156,177,0,

81,38,0,155,177,0,

79,38,0,154,176,0,

79,38,0,153,175,0,

79,38,0,152,174,0,

78,37,0,152,173,0,

79,64,0,151,172,0,

122,92,0,151,171,0,

121,92,0,150,170,0,

120,91,0,149,169,0,

120,90,0,147,167,0,

120,89,0,147,167,0,

119,89,0,146,166,0,

118,89,0,145,165,0,

117,88,0,145,176,0,

116,88,0,144,174,0,

115,87,0,143,174,0,

147,87,0,143,173,0,

156,86,0,142,172,0,

154,86,0,142,170,0,

153,85,0,141,169,0,

152,85,0,140,169,0,

152,84,0,139,167,0,

151,83,0,139,167,0,

150,83,0,138,166,0,

149,83,0,137,165,0,

148,82,0,135,164,0,

147,82,0,135,163,0,

146,81,0,135,163,0,

146,81,0,135,161,0,

145,81,0,134,161,0,

144,80,0,133,159,0,

143,79,0,133,159,0,

143,79,0,132,158,0,

142,79,0,131,158,0,

141,78,0,131,157,0,

140,78,0,130,156,0,

140,77,0,130,155,0,

139,77,0,129,155,0,

138,77,0,128,154,0,

137,76,0,127,153,1,

137,76,0,127,152,0,

135,75,0,126,152,0,

135,75,0,126,151,0,

135,75,0,125,154,0,

134,74,0,124,154,0,

134,74,0,124,153,0,

133,73,0,123,152,0,

132,73,0,123,152,0,

131,73,0,122,150,0,

131,71,0,121,150,0,

130,71,0,121,149,0,

129,71,0,120,148,0,

128,71,0,120,147,0,

128,71,0,120,147,0,

127,71,0,119,185,0,

127,70,0,118,294,0,

126,70,0,118,300,0,

126,69,0,117,297,0,

125,69,0,117,295,0,

124,68,0,115,293,0,

124,68,0,115,291,0,

123,67,0,115,290,0,

122,68,0,115,287,0,

122,67,0,114,286,0,

121,67,0,113,284,0,

121,67,0,113,283,0,

120,66,0,112,281,0,

120,66,0,112,280,0,

119,66,0,111,278,0,

119,65,0,111,276,0,

118,65,0,110,275,0,

117,64,0,110,273,0,

117,64,0,109,271,0,

120,63,0,109,271,0,

120,63,0,108,312,0,

119,63,0,108,310,0,

118,63,0,107,307,0,

118,62,0,107,305,0,

117,62,0,106,304,0,

116,62,0,106,302,0,

115,62,0,105,300,0,

115,61,0,103,298,0,

115,61,0,103,295,0,

114,61,0,103,295,0,

114,65,0,124,293,0,

113,92,0,132,291,0,

112,95,0,131,290,0,

112,94,0,131,287,0,

111,94,0,130,287,0,

111,93,0,129,285,0,

110,93,0,128,284,0,

110,92,0,127,281,0,

109,91,0,127,281,0,

109,91,0,127,279,0,

108,91,0,126,282,0,

108,90,0,125,281,0,

107,90,0,124,280,0,

107,89,0,124,278,0,

106,88,0,124,276,1,

105,88,0,123,274,1,

105,88,0,122,273,0,

103,87,0,121,271,0,

103,87,0,121,271,0,

103,86,0,120,268,0,

103,86,1,120,267,0,

103,85,0,119,266,0,

103,100,0,119,263,0,

102,113,0,118,263,0,

102,112,0,117,262,0,

101,111,0,117,260,1,

101,110,0,116,259,0,

100,110,0,115,257,0,

99,109,0,115,255,1,

99,109,0,114,255,0,

98,108,0,114,253,0,

98,107,0,113,252,0,

98,107,0,113,251,0,

97,106,0,129,250,0,

97,105,1,178,248,0,

96,105,0,176,248,1,

96,103,1,176,246,0,

96,103,0,174,244,1,

95,103,0,173,243,1,

95,103,0,172,242,0,

94,103,1,171,241,0,

94,102,1,170,240,1,

93,101,0,169,239,0,

93,101,0,169,371,1,

92,100,1,169,458,1,

92,99,1,167,454,0,

92,99,0,167,451,1,

92,99,1,166,447,0,

92,98,1,166,445,1,

91,98,1,165,441,1,

91,97,1,163,439,1,

90,97,1,163,435,0,

90,96,1,163,432,0,

89,96,0,161,431,1,

89,96,1,161,428,1,

88,95,1,159,425,1,

88,94,1,159,422,1,

88,94,0,158,419,1,

88,93,0,157,417,1,

87,93,1,157,415,1,

86,93,1,156,503,1,

86,92,1,156,517,1,

86,92,1,155,513,0,

86,91,1,154,508,1,

85,91,1,153,504,1,

85,90,1,153,502,1,

83,90,1,152,498,1,

83,89,1,151,495,1,

83,89,1,151,491,1,

83,88,1,150,487,0,

82,88,1,149,485,1,

82,88,1,148,481,1,

82,88,0,147,479,1,

81,87,1,147,475,1,

81,86,1,146,473,1,

81,86,1,146,469,0,

79,86,1,145,466,0,

79,85,1,144,463,1,

79,85,0,143,461,1,

79,84,1,143,458,1,

79,83,1,143,455,1,

79,83,1,142,452,0,

79,83,1,141,450,1,

79,83,1,141,447,1,

78,82,1,140,445,1,

78,82,1,139,441,1,

77,81,1,139,440,1,

77,81,1,138,436,1,

76,81,1,137,434,1,

76,80,1,137,432,0,

76,79,1,135,429,1,

82,79,1,135,427,1,

81,79,1,135,423,1,

81,79,1,134,422,1,

81,78,1,134,420,1,

79,78,1,133,417,1,

79,78,1,133,415,1,

79,77,0,131,412,1,

79,77,1,131,410,1,

79,77,1,131,408,1,

78,76,1,130,406,1,

78,76,1,129,403,1,

77,75,1,129,401,1,

77,79,1,247,399,1,

76,79,1,286,397,1,

76,78,1,283,395,1,

76,78,1,281,393,1,

76,78,1,280,390,1,

75,77,1,278,389,1,

75,76,1,276,386,1,

75,77,1,275,384,0,

74,76,1,273,382,1,

73,76,1,271,380,1,

73,75,1,270,379,1,

90,75,1,269,376,1,

99,74,1,268,374,1,

100,74,1,267,371,1,

99,73,1,263,370,1,

99,73,1,263,368,1,

99,73,1,262,422,1,

99,72,1,261,572,1,

97,71,1,259,568,1,

97,71,1,258,564,1,

97,71,1,257,559,1,

96,71,1,255,556,1,

96,71,1,254,551,1,

95,70,1,253,547,1,

95,70,1,252,543,1,

94,69,1,251,539,1,

94,69,1,263,536,1,

93,69,1,263,531,1,

93,69,1,261,527,1,

92,68,1,259,524,1,

92,68,1,259,521,1,

91,68,1,257,518,1,

91,67,1,255,514,1,

91,67,0,254,511,1,

90,67,1,297,507,1,

89,67,1,425,504,1,

89,66,1,421,501,1,

89,66,1,417,497,1,

88,66,1,415,495,1,

88,65,1,412,491,1,

88,65,1,409,487,1,

88,65,1,407,485,1,

86,64,1,404,482,1,

86,63,1,402,480,1,

86,63,1,399,476,1,

85,63,1,397,473,1,

85,63,1,395,471,1,

84,88,1,391,467,1,

100,88,1,391,464,1,

99,87,1,388,462,1,

99,86,1,386,536,1,

99,86,1,384,711,1,

98,85,1,381,799,1,

98,85,1,380,789,1,

97,84,1,377,782,1,

97,83,1,376,773,2,

96,83,1,373,766,2,

96,83,1,371,760,1,

96,83,1,369,752,1,

95,82,1,367,746,1,

94,82,1,365,738,1,

93,82,1,363,732,1,

94,81,2,361,727,2,

93,81,1,359,719,2,

92,80,2,357,714,2,

92,79,1,355,707,1,

91,79,2,354,702,2,

91,79,2,352,696,2,

91,79,2,350,690,2,

90,79,2,349,686,2,

166,152,2,347,679,2,

178,150,2,344,672,2,

177,149,2,343,667,2,

176,147,2,340,662,2,

174,146,2,338,655,2,

174,146,2,337,650,2,

172,144,2,335,644,2,

171,143,2,333,639,2,

170,143,2,331,635,2,

169,142,2,329,629,2,

167,141,2,327,624,2,

167,141,2,326,620,2,

167,140,2,324,615,2,

166,139,2,322,609,2,

165,138,2,321,604,2,

163,137,2,319,600,2,

163,137,2,317,596,2,

161,135,2,316,591,2,

161,135,2,314,586,2,

159,135,2,312,582,2,

159,134,2,311,578,2,

159,133,2,309,574,2,

157,132,2,307,569,2,

157,132,2,306,565,2,

156,131,2,304,561,2,

155,130,2,303,558,2,

154,129,2,301,553,2,

153,129,2,300,549,2,

153,128,2,298,546,2,

152,127,2,295,542,2,

151,126,2,295,537,2,

152,126,2,294,534,2,

205,126,2,292,531,2,

213,125,2,291,527,2,

216,124,2,289,524,2,

214,123,2,287,519,2,

212,123,2,286,517,2,

211,122,2,285,513,2,

210,121,2,284,509,2,

209,121,2,282,505,2,

207,121,2,281,503,2,

206,120,2,280,499,2,

205,119,2,278,496,2,

204,118,2,277,492,2,

203,118,2,275,489,2,

202,117,2,274,487,2,

199,116,2,272,483,2,

199,116,2,271,480,2,

199,115,2,270,477,2,

197,115,2,268,474,3,

196,114,2,267,472,2,

195,113,2,266,468,2,

194,113,2,265,465,2,

193,112,3,263,463,2,

192,112,3,262,460,3,

192,112,3,261,457,2,

190,111,3,259,454,3,

189,110,3,258,451,2,

188,109,2,257,448,2,

187,109,3,255,446,3,

186,109,2,255,443,3,

185,108,2,253,441,2,

184,108,2,252,438,3,

184,107,2,251,435,2,

183,107,2,250,432,2,

201,106,3,248,430,2,

199,105,3,248,428,2,

199,105,2,247,425,3,

197,105,3,245,423,3,

196,103,2,243,420,3,

195,103,3,243,418,3,

194,103,2,241,415,3,

193,102,2,241,413,3,

192,102,3,240,411,3,

191,101,3,238,408,3,

190,101,3,237,406,3,

189,100,3,236,403,3,

188,100,3,235,401,3,

187,99,3,233,399,3,

185,99,3,231,397,3,

185,99,3,231,395,3,

184,98,3,231,391,3,

183,98,3,230,391,3,

182,97,3,229,389,3,

181,97,3,227,387,3,

179,96,3,291,385,3,

179,150,3,345,383,3,

178,152,3,344,380,3,

178,150,3,341,378,3,

176,149,3,338,376,3,

176,148,3,335,374,3,

175,147,3,334,372,3,

174,147,3,332,370,3,

173,146,3,330,368,3,

172,145,3,327,366,3,

172,143,3,327,364,3,

171,143,3,324,362,3,

169,142,3,322,359,3,

167,142,3,319,359,3,

167,141,3,319,357,3,

167,140,3,317,354,3,

166,140,3,315,353,3,

166,139,3,313,351,3,

164,138,3,312,349,3,

163,137,3,310,347,3,

163,135,3,307,345,3,

162,135,3,306,344,3,

161,145,2,305,342,3,

161,145,3,303,339,3,

159,143,2,301,338,3,

159,143,3,299,335,3,

158,142,3,298,335,3,

157,141,3,295,333,3,

156,141,3,295,331,3,

156,140,2,293,329,3,

155,139,3,291,327,2,

154,138,3,290,326,3,

153,137,2,288,325,3,

153,195,3,287,323,3,

152,224,2,285,321,3,

151,222,3,284,319,3,

150,221,2,282,318,3,

149,220,2,280,317,3,

149,218,2,279,315,3,

148,217,2,278,313,3,

147,216,2,276,312,2,

147,215,2,340,311,2,

227,213,2,353,309,2,

225,211,2,352,307,2,

223,211,2,349,305,3,

221,210,2,346,304,2,

220,207,2,344,302,2,

219,207,2,343,301,2,

217,206,2,340,300,2,

216,205,2,338,298,2,

215,204,2,335,297,2,

214,203,2,334,295,2,

212,201,2,332,294,2,

211,199,2,329,292,2,

210,199,2,327,291,2,

209,198,2,326,290,2,

207,197,2,324,287,2,

206,196,2,322,287,2,

206,195,2,319,286,2,

204,194,2,319,284,2,

203,193,2,317,283,2,

202,192,2,315,281,2,

201,191,2,313,280,2,

199,190,2,312,279,2,

199,189,2,310,277,2,

198,188,2,308,276,2,

269,273,2,307,275,2,

333,354,2,304,274,2,

330,351,2,304,271,2,

327,348,2,301,271,2,

325,345,2,300,270,2,

323,344,1,298,268,2,

321,341,1,295,267,2,

319,339,1,377,265,1,

317,337,2,374,265,1,

315,335,1,371,263,2,

313,333,2,369,263,2,

312,331,1,367,261,1,

310,329,1,364,260,2,

307,327,2,362,259,1,

306,324,2,359,257,1,

304,323,2,357,255,1,

302,321,1,355,255,2,

301,319,1,353,254,1,

299,317,1,351,253,2,

297,315,2,349,252,1,

297,314,1,347,250,2,

304,312,1,345,249,2,

302,310,1,343,248,1,

300,307,1,341,247,1,

298,307,2,339,246,1,

295,305,1,336,245,2,

295,303,1,335,243,1,

293,301,1,333,243,1,

291,300,1,331,241,1,

289,298,1,329,241,2,

287,295,2,327,239,2,

287,295,1,326,238,2,

285,293,1,323,237,1,

283,291,2,322,236,1,

282,290,2,319,235,1,

280,287,1,318,233,1,

279,287,1,317,233,2,

277,285,2,315,231,1,

275,284,1,313,231,1,

274,282,1,312,230,2,

273,281,2,310,228,2,

